開始日,終了日,実行ID,取引ID,段階,種別,in時刻,in価格,ロット
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0185,1,初回,2025-12-25 15:41:37.321000,155.89400,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0186,1,初回,2025-12-25 15:50:08.325000,155.93700,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0187,1,初回,2025-12-25 16:49:34.377000,155.94900,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0188,1,初回,2025-12-25 16:49:46.579000,155.99900,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0189,1,初回,2025-12-25 16:57:31.577000,156.04500,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0190,1,初回,2025-12-26 13:08:31.934000,156.08100,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0191,1,初回,2025-12-26 14:21:33.320000,156.27600,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0192,1,初回,2025-12-26 18:09:02.075000,156.41500,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0193,1,初回,2025-12-26 18:09:03.049000,156.41400,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0194,1,初回,2025-12-26 18:24:28.067000,156.46200,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0195,1,初回,2025-12-26 18:43:44.385000,156.45800,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0196,1,初回,2025-12-26 23:47:38.688000,156.45400,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0197,1,初回,2025-12-26 23:47:24.809000,156.45500,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0198,1,初回,2025-12-27 00:54:08.906000,156.45500,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0199,1,初回,2025-12-27 00:55:37.055000,156.51600,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0200,1,初回,2025-12-29 11:17:57.857000,156.50300,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0201,1,初回,2025-12-29 16:54:29.643000,156.08600,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0202,1,初回,2025-12-29 16:54:40.391000,156.09500,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0203,1,初回,2025-12-29 20:50:15.022000,156.36700,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0204,1,初回,2025-12-29 21:06:25.391000,156.38400,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0205,1,初回,2025-12-29 23:00:31.446000,156.22800,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0206,1,初回,2025-12-29 23:35:29.940000,156.08700,1.00
