開始日,終了日,実行ID,取引ID,段階,種別,in時刻,in価格,ロット
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0002,1,初回,2016-04-22 13:44:28.986000,110.15600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0003,1,初回,2016-04-28 12:01:06.482000,111.10100,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0003,2,段階1,2016-04-28 12:01:06.482000,111.03800,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0003,3,段階2,2016-04-28 12:01:06.482000,110.89600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0003,4,段階3,2016-04-28 12:01:06.482000,110.89600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0003,5,段階4,2016-04-28 12:01:06.482000,110.89600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0003,6,段階5,2016-04-28 12:01:06.482000,110.83600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0004,1,初回,2016-04-28 12:01:06.601000,111.05800,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0004,2,段階1,2016-04-28 12:01:06.601000,110.89600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0004,3,段階2,2016-04-28 12:01:06.601000,110.89600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0004,4,段階3,2016-04-28 12:01:06.601000,110.89600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0004,5,段階4,2016-04-28 12:01:06.601000,110.83600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0004,6,段階5,2016-04-28 12:01:06.601000,110.78600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0005,1,初回,2016-04-28 12:01:09.162000,110.69800,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0005,2,段階1,2016-04-28 12:01:09.162000,110.63200,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0005,3,段階2,2016-04-28 12:01:09.162000,110.58500,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0005,4,段階3,2016-04-28 12:01:09.162000,110.54800,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0005,5,段階4,2016-04-28 12:01:09.162000,110.46300,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0005,6,段階5,2016-04-28 12:01:09.162000,110.44000,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0006,1,初回,2016-04-28 12:02:42.753000,109.29400,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0006,2,段階1,2016-04-28 12:02:42.753000,109.23700,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0007,1,初回,2016-04-28 12:02:40.377000,109.36900,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0007,2,段階1,2016-04-28 12:02:40.377000,109.31000,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0007,3,段階2,2016-04-28 12:02:40.377000,109.26600,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0008,1,初回,2016-04-28 12:03:21.858000,109.12000,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0008,2,段階1,2016-04-28 12:03:21.858000,109.05500,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0008,3,段階2,2016-04-28 12:03:21.858000,109.01200,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0008,4,段階3,2016-04-28 12:03:21.858000,108.92700,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0008,5,段階4,2016-04-28 12:03:21.858000,108.90500,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0009,1,初回,2016-04-28 12:03:44.291000,108.79200,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0010,1,初回,2016-04-28 12:03:45.590000,108.78900,1.00
2016-04-01,2016-04-30,20260209_032745,20260209_032745-0011,1,初回,2016-04-30 00:20:28.922000,106.65300,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0001,1,初回,2016-05-04 21:15:00.534000,106.44200,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0001,2,段階1,2016-05-04 21:15:00.534000,106.39000,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0001,3,段階2,2016-05-04 21:15:00.534000,106.33600,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0001,4,段階3,2016-05-04 21:15:00.534000,106.27500,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0002,1,初回,2016-05-17 21:30:05.058000,109.62200,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0003,1,初回,2016-05-19 03:00:07.424000,109.80900,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0003,2,段階1,2016-05-19 03:00:07.424000,109.86200,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0003,3,段階2,2016-05-19 03:00:07.424000,109.91900,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0003,4,段階3,2016-05-19 03:00:07.424000,109.95900,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0003,5,段階4,2016-05-19 03:00:07.424000,110.01000,1.00
2016-05-01,2016-05-31,20260209_032834,20260209_032834-0003,6,段階5,2016-05-19 03:00:07.424000,110.05900,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0001,1,初回,2016-06-03 21:30:01.773000,108.50900,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0001,2,段階1,2016-06-03 21:30:01.773000,108.43900,1.00
